column_target,class,Customer,list_driver_names,list_driver_values,list_barrier_names,list_barrier_values,_base_values
Coverage,Premium,DH34004,"['Monthly Premium Auto', 'Total Claim Amount', 'Number of Policies', 'Customer Lifetime Value', 'EmploymentStatus', 'Months Since Policy Inception', 'Vehicle Size', 'Marital Status', 'Sales Channel']","[0.5624513149364244, 0.01878934972664045, 0.018018752520671286, 0.01111531730195718, 0.00021862258310464692, 9.409836786026388e-05, 8.597992684054405e-05, 5.75844416754772e-05, 3.427009373259777e-06]","['Vehicle Class', 'Income', 'Location Code', 'Months Since Last Claim', 'Gender', 'Education', 'State', 'Number of Open Complaints', 'Policy Type']","[-0.6907828563188965, -0.0020558845731150142, -0.0020069635835416578, -0.00046371946056552004, -0.0001318514723608857, -4.8661560851525026e-05, -1.5578113985078208e-05, -1.2060676326020627e-05, -1.6570623727422466e-06]",0.0901288302051387
Coverage,Premium,RN12107,"['Monthly Premium Auto', 'Customer Lifetime Value', 'Total Claim Amount', 'Number of Policies', 'Months Since Last Claim', 'Gender', 'Vehicle Size', 'Policy Type', 'Months Since Policy Inception', 'Number of Open Complaints']","[0.9460204826381168, 0.007109467018327851, 0.005345769488474813, 0.0036045129250153484, 0.0001035267280845772, 8.22668681699689e-05, 6.800445917395463e-05, 5.427882068739787e-06, 3.39605066550693e-06, 2.5358196959689217e-06]","['Vehicle Class', 'Location Code', 'Income', 'Marital Status', 'EmploymentStatus', 'Education', 'State', 'Sales Channel']","[-0.052283356898202064, -0.0008392877478966335, -0.0002674562140876025, -0.00010919280633034574, -4.307301826459496e-05, -3.942140589777375e-06, -1.0942512456285636e-06, -3.1644099849313095e-07]",0.0901288302051387
Churn,False,KW56110,"['Education', 'Number of Open Complaints']","[0.008506066139740061, 0.001135377763733999]","['Income', 'Monthly Premium Auto', 'Total Claim Amount', 'Sales Channel', 'Number of Policies', 'Months Since Last Claim', 'State', 'EmploymentStatus', 'Vehicle Class', 'Customer Lifetime Value', 'Vehicle Size']","[-0.23392608221209918, -0.1802332860563493, -0.03962365426786876, -0.03281079016322927, -0.032215237002439355, -0.03121110543796733, -0.0298947071677998, -0.013900123585287258, -0.0075283025448764215, -0.002538471449719565, -0.0007738773005681292]",0.6076951550497258
Churn,False,UX92071,['Number of Open Complaints'],[0.0011370483005138398],"['Income', 'Monthly Premium Auto', 'Total Claim Amount', 'Number of Policies', 'Months Since Last Claim', 'State', 'EmploymentStatus', 'Education', 'Vehicle Class', 'Sales Channel', 'Customer Lifetime Value', 'Vehicle Size']","[-0.23424519635139235, -0.18804211666676773, -0.039680166097723464, -0.03226125698683237, -0.031257900971162204, -0.029938643514694163, -0.013918854749005245, -0.009730156163017773, -0.007540520948227363, -0.006109811732090912, -0.0025422866894488374, -0.0007750349802383432]",0.6076951550497258
Churn,False,LO84523,['Number of Open Complaints'],[0.0011043895801681274],"['Income', 'Monthly Premium Auto', 'Total Claim Amount', 'Sales Channel', 'Number of Policies', 'Months Since Last Claim', 'State', 'EmploymentStatus', 'Education', 'Vehicle Class', 'Customer Lifetime Value', 'Vehicle Size']","[-0.22799237154453827, -0.17527994396468835, -0.038574572588490355, -0.03188877538301813, -0.031361049776160416, -0.030343877497598388, -0.029079963532357398, -0.013551677808094253, -0.0094341476945381, -0.007302321476318804, -0.00246776494623454, -0.0007524212987878792]",0.6076951550497258
Churn,False,YC54142,['Number of Open Complaints'],[0.0011377813168517432],"['Income', 'Monthly Premium Auto', 'Months Since Last Claim', 'Total Claim Amount', 'Number of Policies', 'EmploymentStatus', 'Education', 'Vehicle Class', 'State', 'Sales Channel', 'Customer Lifetime Value', 'Vehicle Size']","[-0.23438519592210652, -0.18816442448127246, -0.054222292348227896, -0.0397049615872582, -0.03228144922665026, -0.013927072090100762, -0.009736815226377257, -0.007545883440758507, -0.006593195139962128, -0.006113718255647244, -0.0025439608969771033, -0.0007755429925256755]",0.6076951550497258
Churn,False,GP99578,['Number of Open Complaints'],[0.0012180854139564302],"['Income', 'Monthly Premium Auto', 'Total Claim Amount', 'Number of Policies', 'EmploymentStatus', 'Months Since Last Claim', 'Education', 'Vehicle Class', 'State', 'Sales Channel', 'Customer Lifetime Value', 'Vehicle Size']","[-0.24962987333878853, -0.20158750098569378, -0.04241623975347089, -0.03449021208656481, -0.014820866173488337, -0.011342926426269013, -0.010470484783238764, -0.008137727622491289, -0.006985475757786304, -0.006541695019860576, -0.002727809008877974, -0.000831322036121398]",0.6076951550497258
Churn,False,AZ84403,"['Months Since Last Claim', 'Number of Open Complaints']","[0.012509987579011566, 0.001231945790578588]","['Income', 'Monthly Premium Auto', 'Total Claim Amount', 'Number of Policies', 'State', 'EmploymentStatus', 'Vehicle Class', 'Sales Channel', 'Customer Lifetime Value', 'Education', 'Vehicle Size']","[-0.25224221733499586, -0.20390926382210897, -0.04288316528950399, -0.0348707681111525, -0.032437119190014296, -0.014973822458506753, -0.008240768618269997, -0.006615565417890504, -0.0027596300787202503, -0.0015067681004338725, -0.0008409751689403887]",0.6076951550497258
Churn,False,JT47995,"['Months Since Last Claim', 'Number of Open Complaints']","[0.012434644813003317, 0.0012252463428510212]","['Income', 'Monthly Premium Auto', 'Total Claim Amount', 'Sales Channel', 'Number of Policies', 'EmploymentStatus', 'Vehicle Class', 'State', 'Customer Lifetime Value', 'Education', 'Vehicle Size']","[-0.25098023838012057, -0.2027868458897692, -0.04265751408629893, -0.0354976916568952, -0.034686850223060145, -0.014899939609126334, -0.008190930283786715, -0.007019970421505754, -0.002744245931364372, -0.0014968184474695259, -0.0008363083312383607]",0.6076951550497258
Churn,False,HB29169,"['Months Since Last Claim', 'Education']","[0.012606008193897032, 0.009307288919107197]","['Income', 'Monthly Premium Auto', 'Total Claim Amount', 'Number of Policies', 'EmploymentStatus', 'Vehicle Class', 'State', 'Sales Channel', 'Customer Lifetime Value', 'Number of Open Complaints', 'Vehicle Size']","[-0.2538461799567205, -0.23365600401478218, -0.04317020357027207, -0.035104737480730196, -0.015067705791768287, -0.00830427845117977, -0.007093039058475633, -0.006661001283477882, -0.0027792156282367285, -0.0021408714149983655, -0.0008469163955141921]",0.6076951550497258
Churn,False,SS13550,['Number of Open Complaints'],[0.0011510581753139107],"['Income', 'Monthly Premium Auto', 'Months Since Last Claim', 'Total Claim Amount', 'Number of Policies', 'EmploymentStatus', 'Education', 'Vehicle Class', 'State', 'Sales Channel', 'Customer Lifetime Value', 'Vehicle Size']","[-0.23691833281098226, -0.1827420877142362, -0.054872986603603256, -0.04015392677067367, -0.032647087858840976, -0.01407572751488571, -0.009857545287594806, -0.007643135921335596, -0.006658734988585924, -0.006184475742145909, -0.0025742974018151264, -0.000784747932236532]",0.6076951550497258
Churn,False,VN73653,"['Sales Channel', 'Number of Open Complaints']","[0.02818944701121393, 0.001225992644331225]","['Income', 'Monthly Premium Auto', 'Total Claim Amount', 'Number of Policies', 'Months Since Last Claim', 'State', 'EmploymentStatus', 'Vehicle Class', 'Customer Lifetime Value', 'Education', 'Vehicle Size']","[-0.25112088493477847, -0.19475409353590795, -0.04268265461931652, -0.034707340508678304, -0.03375620313303424, -0.03228022644594096, -0.014908174511689297, -0.008196479067339956, -0.0027459593750892813, -0.0014979255992046564, -0.0008368281148978914]",0.6076951550497258
Churn,False,IT92328,['Sales Channel'],[0.02719155795911426],"['Income', 'Monthly Premium Auto', 'Total Claim Amount', 'Number of Policies', 'Months Since Last Claim', 'EmploymentStatus', 'Education', 'Vehicle Class', 'State', 'Customer Lifetime Value', 'Number of Open Complaints', 'Vehicle Size']","[-0.24334757961584227, -0.22302354446489087, -0.04129617768700812, -0.03357754247101216, -0.03259957591106037, -0.014452779546682067, -0.010166053786797183, -0.007891901864864683, -0.006824446909825291, -0.0026516696225593606, -0.002038291757289109, -0.0008082231346023901]",0.6076951550497258
Churn,False,LX33054,"['Months Since Last Claim', 'Number of Open Complaints']","[0.01191973359816523, 0.0011792205465323514]","['Income', 'Monthly Premium Auto', 'Total Claim Amount', 'Sales Channel', 'Number of Policies', 'State', 'EmploymentStatus', 'Education', 'Vehicle Class', 'Customer Lifetime Value', 'Vehicle Size']","[-0.24227496863695283, -0.18725202552550615, -0.04110533427148213, -0.03411915294004743, -0.03342206479759235, -0.031048315282370443, -0.014389899450112355, -0.010114373241487395, -0.007850204307980767, -0.002638723340179503, -0.0008042953180437848]",0.6076951550497258
Churn,False,ZD75163,"['Months Since Last Claim', 'Number of Open Complaints']","[0.01227169395643872, 0.0012107261154239114]","['Income', 'Monthly Premium Auto', 'Total Claim Amount', 'Number of Policies', 'EmploymentStatus', 'Education', 'Vehicle Class', 'State', 'Sales Channel', 'Customer Lifetime Value', 'Vehicle Size']","[-0.24824053899552745, -0.22796364562467325, -0.04216819633055133, -0.03428807152703612, -0.01473949367689258, -0.010402901111625206, -0.008083124829999504, -0.006949941658488997, -0.006502473186911886, -0.0027109241823888423, -0.000826199762629193]",0.6076951550497258
Churn,False,MJ25422,['Number of Open Complaints'],[0.001151769206947939],"['Income', 'Monthly Premium Auto', 'Total Claim Amount', 'Number of Policies', 'Months Since Last Claim', 'State', 'EmploymentStatus', 'Vehicle Class', 'Sales Channel', 'Customer Lifetime Value', 'Education', 'Vehicle Size']","[-0.2370538523560225, -0.19049911926768753, -0.04017796290851484, -0.03266666421230305, -0.031670465463181044, -0.030325879863561847, -0.014083678872388325, -0.007648350823105039, -0.006188265107118288, -0.0025759227035476906, -0.0013892772130866121, -0.0007852410833104021]",0.6076951550497258
Churn,False,FM30352,"['Sales Channel', 'Months Since Last Claim', 'Number of Open Complaints']","[0.028234718014940565, 0.012463949106804982, 0.0012278531360718687]","['Income', 'Monthly Premium Auto', 'Total Claim Amount', 'Number of Policies', 'State', 'EmploymentStatus', 'Education', 'Vehicle Class', 'Customer Lifetime Value', 'Vehicle Size']","[-0.2514714384353118, -0.23124019184726585, -0.04274532480713483, -0.034758419241983, -0.0323292565814719, -0.014928698753543489, -0.010560296906933966, -0.00821031526329149, -0.00275023124278541, -0.000838124007559591]",0.6076951550497258
Churn,False,HR64765,"['Vehicle Size', 'Number of Open Complaints']","[0.0027118639155523506, 0.0012244945604120445]","['Income', 'Monthly Premium Auto', 'Total Claim Amount', 'Number of Policies', 'EmploymentStatus', 'Months Since Last Claim', 'Education', 'Vehicle Class', 'State', 'Sales Channel', 'Customer Lifetime Value']","[-0.2508385423649664, -0.20266091511566933, -0.04263218801509349, -0.03466620887082384, -0.014891643078790134, -0.011401314115467555, -0.010529401207475277, -0.00818534152879179, -0.007016352827411334, -0.006575853155204216, -0.002742519982569501]",0.6076951550497258
Churn,False,MS41043,['Number of Open Complaints'],[0.0012345068795123265],"['Income', 'Monthly Premium Auto', 'Total Claim Amount', 'Number of Policies', 'EmploymentStatus', 'Months Since Last Claim', 'Vehicle Class', 'State', 'Sales Channel', 'Customer Lifetime Value', 'Education', 'Vehicle Size']","[-0.25272430200641693, -0.20433843930924872, -0.04296940901091396, -0.03494106461997013, -0.015002042379365137, -0.011492512723790647, -0.008259837468280849, -0.007064459160651822, -0.006629215125887367, -0.00276551285139954, -0.0015105781856649017, -0.0008427597073355028]",0.6076951550497258
Churn,False,JN66901,"['Months Since Last Claim', 'Number of Open Complaints']","[0.01241658076348231, 0.0012236387601628888]","['Income', 'Monthly Premium Auto', 'Total Claim Amount', 'Sales Channel', 'Number of Policies', 'EmploymentStatus', 'Education', 'Vehicle Class', 'State', 'Customer Lifetime Value', 'Vehicle Size']","[-0.2506772208817833, -0.19437617297341578, -0.04260335668689878, -0.03544945344511432, -0.03464271083671978, -0.01488219722404134, -0.01052153106111167, -0.008178980456836096, -0.007012233613686376, -0.0027405553248833745, -0.0008351887595414004]",0.6076951550497258
Churn,False,DH34004,['State'],[0.0471712461534028],"['Income', 'Monthly Premium Auto', 'Total Claim Amount', 'Sales Channel', 'Number of Policies', 'Months Since Last Claim', 'EmploymentStatus', 'Vehicle Class', 'Customer Lifetime Value', 'Number of Open Complaints', 'Education', 'Vehicle Size']","[-0.25247627171255943, -0.20411760255373454, -0.04292503401613189, -0.03573612258364902, -0.034904894723152634, -0.03395893708208433, -0.014987523628702006, -0.008250024539321357, -0.002762485782420094, -0.0021273851996628274, -0.001508617274165499, -0.0008418414478566536]",0.6076951550497258
Churn,False,RN12107,"['Months Since Last Claim', 'Number of Open Complaints']","[0.01178416140797299, 0.001167032741962847]","['Income', 'Monthly Premium Auto', 'Total Claim Amount', 'Number of Policies', 'State', 'EmploymentStatus', 'Education', 'Vehicle Class', 'Sales Channel', 'Customer Lifetime Value', 'Vehicle Size']","[-0.23995955571763097, -0.21961805769940274, -0.040693748240057365, -0.03308677906364193, -0.03072751684862994, -0.014254128252652987, -0.01000310180805755, -0.007760460808073856, -0.006269610602088291, -0.0026108287963270884, -0.0007958320754534649]",0.6076951550497258
Churn,True,KW56110,"['Income', 'Monthly Premium Auto', 'Total Claim Amount', 'Sales Channel', 'Number of Policies', 'Months Since Last Claim', 'State', 'EmploymentStatus', 'Vehicle Class', 'Customer Lifetime Value', 'Vehicle Size']","[0.23392608221209918, 0.1802332860563493, 0.03962365426786876, 0.03281079016322927, 0.032215237002439355, 0.03121110543796733, 0.0298947071677998, 0.013900123585287258, 0.0075283025448764215, 0.002538471449719565, 0.0007738773005681292]","['Education', 'Number of Open Complaints']","[-0.008506066139740061, -0.001135377763733999]",0.3923048449502742
Churn,True,UX92071,"['Income', 'Monthly Premium Auto', 'Total Claim Amount', 'Number of Policies', 'Months Since Last Claim', 'State', 'EmploymentStatus', 'Education', 'Vehicle Class', 'Sales Channel', 'Customer Lifetime Value', 'Vehicle Size']","[0.23424519635139235, 0.18804211666676773, 0.039680166097723464, 0.03226125698683237, 0.031257900971162204, 0.029938643514694163, 0.013918854749005245, 0.009730156163017773, 0.007540520948227363, 0.006109811732090912, 0.0025422866894488374, 0.0007750349802383432]",['Number of Open Complaints'],[-0.0011370483005138398],0.3923048449502742
Churn,True,LO84523,"['Income', 'Monthly Premium Auto', 'Total Claim Amount', 'Sales Channel', 'Number of Policies', 'Months Since Last Claim', 'State', 'EmploymentStatus', 'Education', 'Vehicle Class', 'Customer Lifetime Value', 'Vehicle Size']","[0.22799237154453827, 0.17527994396468835, 0.038574572588490355, 0.03188877538301813, 0.031361049776160416, 0.030343877497598388, 0.029079963532357398, 0.013551677808094253, 0.0094341476945381, 0.007302321476318804, 0.00246776494623454, 0.0007524212987878792]",['Number of Open Complaints'],[-0.0011043895801681274],0.3923048449502742
Churn,True,YC54142,"['Income', 'Monthly Premium Auto', 'Months Since Last Claim', 'Total Claim Amount', 'Number of Policies', 'EmploymentStatus', 'Education', 'Vehicle Class', 'State', 'Sales Channel', 'Customer Lifetime Value', 'Vehicle Size']","[0.23438519592210652, 0.18816442448127246, 0.054222292348227896, 0.0397049615872582, 0.03228144922665026, 0.013927072090100762, 0.009736815226377257, 0.007545883440758507, 0.006593195139962128, 0.006113718255647244, 0.0025439608969771033, 0.0007755429925256755]",['Number of Open Complaints'],[-0.0011377813168517432],0.3923048449502742
Churn,True,GP99578,"['Income', 'Monthly Premium Auto', 'Total Claim Amount', 'Number of Policies', 'EmploymentStatus', 'Months Since Last Claim', 'Education', 'Vehicle Class', 'State', 'Sales Channel', 'Customer Lifetime Value', 'Vehicle Size']","[0.24962987333878853, 0.20158750098569378, 0.04241623975347089, 0.03449021208656481, 0.014820866173488337, 0.011342926426269013, 0.010470484783238764, 0.008137727622491289, 0.006985475757786304, 0.006541695019860576, 0.002727809008877974, 0.000831322036121398]",['Number of Open Complaints'],[-0.0012180854139564302],0.3923048449502742
Churn,True,AZ84403,"['Income', 'Monthly Premium Auto', 'Total Claim Amount', 'Number of Policies', 'State', 'EmploymentStatus', 'Vehicle Class', 'Sales Channel', 'Customer Lifetime Value', 'Education', 'Vehicle Size']","[0.25224221733499586, 0.20390926382210897, 0.04288316528950399, 0.0348707681111525, 0.032437119190014296, 0.014973822458506753, 0.008240768618269997, 0.006615565417890504, 0.0027596300787202503, 0.0015067681004338725, 0.0008409751689403887]","['Months Since Last Claim', 'Number of Open Complaints']","[-0.012509987579011566, -0.001231945790578588]",0.3923048449502742
Churn,True,JT47995,"['Income', 'Monthly Premium Auto', 'Total Claim Amount', 'Sales Channel', 'Number of Policies', 'EmploymentStatus', 'Vehicle Class', 'State', 'Customer Lifetime Value', 'Education', 'Vehicle Size']","[0.25098023838012057, 0.2027868458897692, 0.04265751408629893, 0.0354976916568952, 0.034686850223060145, 0.014899939609126334, 0.008190930283786715, 0.007019970421505754, 0.002744245931364372, 0.0014968184474695259, 0.0008363083312383607]","['Months Since Last Claim', 'Number of Open Complaints']","[-0.012434644813003317, -0.0012252463428510212]",0.3923048449502742
Churn,True,HB29169,"['Income', 'Monthly Premium Auto', 'Total Claim Amount', 'Number of Policies', 'EmploymentStatus', 'Vehicle Class', 'State', 'Sales Channel', 'Customer Lifetime Value', 'Number of Open Complaints', 'Vehicle Size']","[0.2538461799567205, 0.23365600401478218, 0.04317020357027207, 0.035104737480730196, 0.015067705791768287, 0.00830427845117977, 0.007093039058475633, 0.006661001283477882, 0.0027792156282367285, 0.0021408714149983655, 0.0008469163955141921]","['Months Since Last Claim', 'Education']","[-0.012606008193897032, -0.009307288919107197]",0.3923048449502742
Churn,True,SS13550,"['Income', 'Monthly Premium Auto', 'Months Since Last Claim', 'Total Claim Amount', 'Number of Policies', 'EmploymentStatus', 'Education', 'Vehicle Class', 'State', 'Sales Channel', 'Customer Lifetime Value', 'Vehicle Size']","[0.23691833281098226, 0.1827420877142362, 0.054872986603603256, 0.04015392677067367, 0.032647087858840976, 0.01407572751488571, 0.009857545287594806, 0.007643135921335596, 0.006658734988585924, 0.006184475742145909, 0.0025742974018151264, 0.000784747932236532]",['Number of Open Complaints'],[-0.0011510581753139107],0.3923048449502742
Churn,True,VN73653,"['Income', 'Monthly Premium Auto', 'Total Claim Amount', 'Number of Policies', 'Months Since Last Claim', 'State', 'EmploymentStatus', 'Vehicle Class', 'Customer Lifetime Value', 'Education', 'Vehicle Size']","[0.25112088493477847, 0.19475409353590795, 0.04268265461931652, 0.034707340508678304, 0.03375620313303424, 0.03228022644594096, 0.014908174511689297, 0.008196479067339956, 0.0027459593750892813, 0.0014979255992046564, 0.0008368281148978914]","['Sales Channel', 'Number of Open Complaints']","[-0.02818944701121393, -0.001225992644331225]",0.3923048449502742
Churn,True,IT92328,"['Income', 'Monthly Premium Auto', 'Total Claim Amount', 'Number of Policies', 'Months Since Last Claim', 'EmploymentStatus', 'Education', 'Vehicle Class', 'State', 'Customer Lifetime Value', 'Number of Open Complaints', 'Vehicle Size']","[0.24334757961584227, 0.22302354446489087, 0.04129617768700812, 0.03357754247101216, 0.03259957591106037, 0.014452779546682067, 0.010166053786797183, 0.007891901864864683, 0.006824446909825291, 0.0026516696225593606, 0.002038291757289109, 0.0008082231346023901]",['Sales Channel'],[-0.02719155795911426],0.3923048449502742
Churn,True,LX33054,"['Income', 'Monthly Premium Auto', 'Total Claim Amount', 'Sales Channel', 'Number of Policies', 'State', 'EmploymentStatus', 'Education', 'Vehicle Class', 'Customer Lifetime Value', 'Vehicle Size']","[0.24227496863695283, 0.18725202552550615, 0.04110533427148213, 0.03411915294004743, 0.03342206479759235, 0.031048315282370443, 0.014389899450112355, 0.010114373241487395, 0.007850204307980767, 0.002638723340179503, 0.0008042953180437848]","['Months Since Last Claim', 'Number of Open Complaints']","[-0.01191973359816523, -0.0011792205465323514]",0.3923048449502742
Churn,True,ZD75163,"['Income', 'Monthly Premium Auto', 'Total Claim Amount', 'Number of Policies', 'EmploymentStatus', 'Education', 'Vehicle Class', 'State', 'Sales Channel', 'Customer Lifetime Value', 'Vehicle Size']","[0.24824053899552745, 0.22796364562467325, 0.04216819633055133, 0.03428807152703612, 0.01473949367689258, 0.010402901111625206, 0.008083124829999504, 0.006949941658488997, 0.006502473186911886, 0.0027109241823888423, 0.000826199762629193]","['Months Since Last Claim', 'Number of Open Complaints']","[-0.01227169395643872, -0.0012107261154239114]",0.3923048449502742
Churn,True,MJ25422,"['Income', 'Monthly Premium Auto', 'Total Claim Amount', 'Number of Policies', 'Months Since Last Claim', 'State', 'EmploymentStatus', 'Vehicle Class', 'Sales Channel', 'Customer Lifetime Value', 'Education', 'Vehicle Size']","[0.2370538523560225, 0.19049911926768753, 0.04017796290851484, 0.03266666421230305, 0.031670465463181044, 0.030325879863561847, 0.014083678872388325, 0.007648350823105039, 0.006188265107118288, 0.0025759227035476906, 0.0013892772130866121, 0.0007852410833104021]",['Number of Open Complaints'],[-0.001151769206947939],0.3923048449502742
Churn,True,FM30352,"['Income', 'Monthly Premium Auto', 'Total Claim Amount', 'Number of Policies', 'State', 'EmploymentStatus', 'Education', 'Vehicle Class', 'Customer Lifetime Value', 'Vehicle Size']","[0.2514714384353118, 0.23124019184726585, 0.04274532480713483, 0.034758419241983, 0.0323292565814719, 0.014928698753543489, 0.010560296906933966, 0.00821031526329149, 0.00275023124278541, 0.000838124007559591]","['Sales Channel', 'Months Since Last Claim', 'Number of Open Complaints']","[-0.028234718014940565, -0.012463949106804982, -0.0012278531360718687]",0.3923048449502742
Churn,True,HR64765,"['Income', 'Monthly Premium Auto', 'Total Claim Amount', 'Number of Policies', 'EmploymentStatus', 'Months Since Last Claim', 'Education', 'Vehicle Class', 'State', 'Sales Channel', 'Customer Lifetime Value']","[0.2508385423649664, 0.20266091511566933, 0.04263218801509349, 0.03466620887082384, 0.014891643078790134, 0.011401314115467555, 0.010529401207475277, 0.00818534152879179, 0.007016352827411334, 0.006575853155204216, 0.002742519982569501]","['Vehicle Size', 'Number of Open Complaints']","[-0.0027118639155523506, -0.0012244945604120445]",0.3923048449502742
Churn,True,MS41043,"['Income', 'Monthly Premium Auto', 'Total Claim Amount', 'Number of Policies', 'EmploymentStatus', 'Months Since Last Claim', 'Vehicle Class', 'State', 'Sales Channel', 'Customer Lifetime Value', 'Education', 'Vehicle Size']","[0.25272430200641693, 0.20433843930924872, 0.04296940901091396, 0.03494106461997013, 0.015002042379365137, 0.011492512723790647, 0.008259837468280849, 0.007064459160651822, 0.006629215125887367, 0.00276551285139954, 0.0015105781856649017, 0.0008427597073355028]",['Number of Open Complaints'],[-0.0012345068795123265],0.3923048449502742
Churn,True,JN66901,"['Income', 'Monthly Premium Auto', 'Total Claim Amount', 'Sales Channel', 'Number of Policies', 'EmploymentStatus', 'Education', 'Vehicle Class', 'State', 'Customer Lifetime Value', 'Vehicle Size']","[0.2506772208817833, 0.19437617297341578, 0.04260335668689878, 0.03544945344511432, 0.03464271083671978, 0.01488219722404134, 0.01052153106111167, 0.008178980456836096, 0.007012233613686376, 0.0027405553248833745, 0.0008351887595414004]","['Months Since Last Claim', 'Number of Open Complaints']","[-0.01241658076348231, -0.0012236387601628888]",0.3923048449502742
Churn,True,DH34004,"['Income', 'Monthly Premium Auto', 'Total Claim Amount', 'Sales Channel', 'Number of Policies', 'Months Since Last Claim', 'EmploymentStatus', 'Vehicle Class', 'Customer Lifetime Value', 'Number of Open Complaints', 'Education', 'Vehicle Size']","[0.25247627171255943, 0.20411760255373454, 0.04292503401613189, 0.03573612258364902, 0.034904894723152634, 0.03395893708208433, 0.014987523628702006, 0.008250024539321357, 0.002762485782420094, 0.0021273851996628274, 0.001508617274165499, 0.0008418414478566536]",['State'],[-0.0471712461534028],0.3923048449502742
Churn,True,RN12107,"['Income', 'Monthly Premium Auto', 'Total Claim Amount', 'Number of Policies', 'State', 'EmploymentStatus', 'Education', 'Vehicle Class', 'Sales Channel', 'Customer Lifetime Value', 'Vehicle Size']","[0.23995955571763097, 0.21961805769940274, 0.040693748240057365, 0.03308677906364193, 0.03072751684862994, 0.014254128252652987, 0.01000310180805755, 0.007760460808073856, 0.006269610602088291, 0.0026108287963270884, 0.0007958320754534649]","['Months Since Last Claim', 'Number of Open Complaints']","[-0.01178416140797299, -0.001167032741962847]",0.3923048449502742
